Station,Date,Depth,NITRITE,NITRATE+NIT,AMMONIA,SILICATE,PHOSPHATE,Frozen,Filtered,QC
L4,05/11/2007,0,0.82,2.7,0.14,2.65,0.21,n,n,y
L4,05/11/2007,0,0.82,2.71,0.16,2.66,0.21,n,n,y
L4,05/11/2007,0,0.81,2.7,0.41,2.72,0.18,n,y,y
L4,05/11/2007,0,0.81,2.7,0.22,2.72,0.19,n,y,y
L4,12/11/2007,0,0.38,2.86,0.16,2.85,0.25,n,n,y
L4,12/11/2007,0,0.38,2.86,0.16,2.83,0.25,n,n,y
L4,12/11/2007,0,0.41,2.99,1.04,2.77,0.21,n,y,y
L4,12/11/2007,0,0.41,2.93,0.85,2.8,0.23,n,y,y
L4,22/11/2007,0,0.16,2.4,0.15,2.75,0.24,n,n,y
L4,22/11/2007,0,0.13,2.42,0.18,2.73,0.25,n,n,y
L4,26/11/2007,0,0.07,2.13,0.2,2.52,0.27,n,n,y
L4,26/11/2007,0,0.07,2.25,0.2,2.54,0.27,n,n,y
L4,11/12/2007,0,0.2,7.8,0.34,4.62,0.44,n,n,y
L4,11/12/2007,0,0.19,7.78,0.35,4.64,0.43,n,n,y
L4,11/12/2007,0,0.16,7.68,0.31,4.59,0.37,n,y,y
L4,11/12/2007,0,0.16,7.75,0.32,4.58,0.4,n,y,y
L4,28/01/2008,0,0.17,8.6,,6.07,0.5,n,n,y
L4,28/01/2008,0,0.17,8.57,,6.06,0.51,n,n,y
L4,28/01/2008,0,0.16,8.74,,6.05,0.46,n,y,y
L4,28/01/2008,0,0.16,8.77,,6.12,0.48,n,y,y
L4,08/02/2008,0,0.2,7.06,0.22,4.61,0.52,n,n,y
L4,08/02/2008,0,0.2,7.13,0.22,4.6,0.53,n,n,y
L4,08/02/2008,0,0.18,6.82,0.26,4.65,0.51,n,y,y
L4,08/02/2008,0,0.19,7.02,0.25,4.6,0.54,n,y,y
L4,20/02/2008,0,0.23,7.13,0.06,3.83,0.52,n,n,y
L4,20/02/2008,0,0.23,7.15,0.06,3.76,0.51,n,n,y
L4,20/02/2008,0,0.22,7.24,0,3.74,0.47,n,y,y
L4,20/02/2008,0,0.22,7.36,0.02,3.76,0.5,n,y,y
L4,27/02/2008,0,0.31,7.63,0.35,4.84,0.48,n,n,y
L4,27/02/2008,0,0.32,7.65,0.41,4.79,0.48,n,n,y
L4,27/02/2008,0,0.31,7.51,0.42,4.81,0.46,n,y,y
L4,27/02/2008,0,0.31,7.62,0.35,4.84,0.49,n,y,y
L4,05/03/2008,0,0.34,7.78,0.05,4.85,0.45,n,n,y
L4,05/03/2008,0,0.34,7.78,0.07,4.84,0.45,n,n,y
L4,05/03/2008,0,0.32,7.65,0.04,4.78,0.41,n,y,y
L4,05/03/2008,0,0.33,7.76,0.08,4.77,0.43,n,y,y
L4,17/03/2008,0,0.27,6.7,0.5,4.38,0.41,n,n,y
L4,17/03/2008,0,0.28,6.72,0.48,4.37,0.41,n,n,y
L4,17/03/2008,0,0.27,6.61,0.5,4.44,0.41,n,y,y
L4,17/03/2008,0,0.27,6.68,0.5,4.49,0.41,n,y,y
L4,31/03/2008,0,0.22,5.3,0.98,2.9,0.53,n,n,y
L4,31/03/2008,0,0.21,5.1,0.81,2.79,0.44,n,n,y
L4,31/03/2008,0,0.21,5.37,0.73,3.09,0.49,n,y,y
L4,31/03/2008,0,0.21,5.06,0.65,2.87,0.43,n,y,y
L4,07/04/2008,0,0.23,5.11,1.55,2.83,0.38,n,n,y
L4,07/04/2008,0,0.23,5.13,1.6,2.88,0.39,n,n,y
L4,07/04/2008,0,0.23,5.12,1.39,2.85,0.39,n,y,y
L4,07/04/2008,0,0.23,5.15,1.72,2.81,0.39,n,y,y
L4,14/04/2008,0,0.18,4.1,0.9,2.69,0.35,n,n,y
L4,14/04/2008,0,0.18,4.12,1.08,2.65,0.37,n,n,y
L4,14/04/2008,0,0.17,4.01,0.79,2.63,0.35,n,y,y
L4,14/04/2008,0,0.18,4.11,1,2.65,0.37,n,y,y
L4,21/04/2008,0,0.16,4.4,0,2.88,0.38,n,n,y
L4,21/04/2008,0,0.16,4.43,0,2.94,0.38,n,n,y
L4,21/04/2008,0,0.15,4.47,0.02,2.84,0.35,n,y,y
L4,21/04/2008,0,0.15,4.44,0,2.88,0.34,n,y,y
L4,28/04/2008,0,0,0.05,0.23,1.41,0.14,n,n,y
L4,28/04/2008,0,0.03,0.05,0.24,1.45,0.14,n,n,y
L4,28/04/2008,0,0.02,0.03,0.26,1.36,0.1,n,y,y
L4,28/04/2008,0,0.011,0.03,0.27,1.4,0.12,n,y,y
L4,06/05/2008,0,0,0.02,0,,0.02,n,n,y
L4,06/05/2008,0,0,0,0,,0,n,n,y
L4,06/05/2008,0,0.06,0.07,0,,0.02,n,y,y
L4,06/05/2008,0,0.06,0.07,0,,0.02,n,y,y
L4,12/05/2008,0,0,0,0,,0.03,n,n,y
L4,12/05/2008,0,0,0,0,,0.02,n,n,y
L4,12/05/2008,0,0,0,0,,0,n,y,y
L4,12/05/2008,0,0,0,0,,0.02,n,y,y
L4,19/05/2008,0,0,0,0.04,0.25,0.16,n,n,y
L4,19/05/2008,0,0,0,0.07,0.26,0.16,n,n,y
L4,19/05/2008,0,0,0.03,0.16,0.27,0.2,n,y,y
L4,19/05/2008,0,0,0,0.07,0.31,0.18,n,y,y
L4,28/05/2008,0,0,0,0.18,0.77,0.16,n,n,y
L4,28/05/2008,0,0,0,0.11,0.76,0.16,n,n,y
L4,28/05/2008,0,0,0.03,0.13,0.74,0.14,n,y,y
L4,28/05/2008,0,0,0,0.21,0.78,0.18,n,y,y
L4,02/06/2008,0,0,0,0,0.31,0.11,n,n,y
L4,02/06/2008,0,0,0,0,0.34,0.11,n,n,y
L4,02/06/2008,0,0,0,0,0.35,0.1,n,y,y
L4,02/06/2008,0,0,0,0,0.33,0.11,n,y,y
L4,09/06/2008,0,0,0,0.07,0.69,0.15,n,n,y
L4,09/06/2008,0,0,0,0.07,0.67,0.16,n,n,y
L4,09/06/2008,0,0,0.03,0.23,0.67,0.12,n,y,y
L4,09/06/2008,0,0,0,0.16,0.72,0.13,n,y,y
L4,16/06/2008,0,0,0.03,0.23,0.2,0.21,n,n,y
L4,16/06/2008,0,0,0.02,0.26,0.18,0.22,n,n,y
L4,16/06/2008,0,0,0.02,0.24,0.23,0.22,n,y,y
L4,16/06/2008,0,0,0.02,0.28,0.19,0.22,n,y,y
L4,23/06/2008,0,0,0.02,0,,0.18,n,n,y
L4,23/06/2008,0,0,0.02,0,,0.17,n,n,y
L4,23/06/2008,0,0,0,0.07,,0.21,n,y,y
L4,23/06/2008,0,0,0,0.08,,0.18,n,y,y
L4,30/06/2008,0,0,0.03,0,0.35,0.04,n,n,y
L4,30/06/2008,0,0,0.02,0,0.35,0.05,n,n,y
L4,30/06/2008,0,0.018,0.025,0.46,0.36,0.03,n,y,y
L4,30/06/2008,0,0.02,0.07,0.4,0.38,0.03,n,y,y
L4,14/07/2008,0,0.01,0.03,0,0.18,0.04,n,n,y
L4,14/07/2008,0,0.01,0.03,0,0.16,0.04,n,n,y
L4,14/07/2008,0,0.01,0.03,0,0.16,0.04,n,y,y
L4,14/07/2008,0,0.01,0.03,0,0.12,0.04,n,y,y
L4,21/07/2008,0,0,0.01,0.04,0.12,0.01,n,n,y
L4,21/07/2008,0,0,0.01,0,0.13,0.01,n,n,y
L4,21/07/2008,0,0,0.01,0,0.11,0.02,n,y,y
L4,21/07/2008,0,0,0.01,0,0.08,0.03,n,y,y
L4,28/07/2008,0,0,0,0,0.18,0.01,n,y,y
L4,28/07/2008,0,0,0,0,0.12,0.01,n,y,y
L4,28/07/2008,0,0,0,0,0.11,0.01,n,n,y
L4,28/07/2008,0,0,0,0,0.11,0.02,n,n,y
L4,26/08/2008,0,0.04,0.19,0.77,0.18,0,n,y,y
L4,26/08/2008,0,0.03,0.13,0.23,0.19,0,n,y,y
L4,26/08/2008,0,0.04,0.08,0.04,0.14,0.04,n,n,y
L4,26/08/2008,0,0.04,0.07,0.07,0.14,0.03,n,n,y
L4,02/09/2008,0,0.05,0.12,0.05,0.62,0,n,y,y
L4,02/09/2008,0,0.04,0.12,0.06,0.55,0,n,y,y
L4,02/09/2008,0,0.05,0.14,0.03,0.44,0,n,n,y
L4,02/09/2008,0,0.05,0.14,0.01,0.43,0.02,n,n,y
L4,10/09/2008,0,0.11,0.7,0.35,4.17,0.02,n,y,y
L4,10/09/2008,0,0.11,0.65,0.22,3.3,0,n,y,y
L4,10/09/2008,0,0.12,0.64,0.19,2.97,0.04,n,n,y
L4,10/09/2008,0,0.12,0.64,0.19,2.77,0.05,n,n,y
L4,15/09/2008,0,0.25,4.29,0.36,6.04,0,n,y,y
L4,15/09/2008,0,0.25,4.32,0.33,5.46,0,n,y,y
L4,15/09/2008,0,0.27,4.28,0.28,5.23,0.03,n,n,y
L4,15/09/2008,0,0.28,4.26,0.3,5.02,0.02,n,n,y
L4,22/09/2008,0,0.16,0.93,0.06,2.05,0.1,n,y,y
L4,22/09/2008,0,0.16,0.92,0.05,2.05,0.09,n,y,y
L4,22/09/2008,0,0.17,0.92,0.03,2.04,0.11,n,n,y
L4,22/09/2008,0,0.17,0.92,0.04,2.03,0.11,n,n,y
L4,29/09/2008,0,1.02,4.15,1.02,3.75,,n,y,y
L4,29/09/2008,0,1.03,4.22,1.07,3.75,,n,y,y
L4,29/09/2008,0,1.04,4.19,0.89,3.72,,n,n,y
L4,29/09/2008,0,1.04,4.18,0.88,3.73,,n,n,y
L4,06/10/2008,0,0.6,3.48,0.77,3.38,,n,y,y
L4,06/10/2008,0,0.59,3.49,0.71,3.33,0.2,n,y,y
L4,06/10/2008,0,0.59,3.47,0.71,3.3,0.23,n,n,y
L4,06/10/2008,0,0.59,3.48,0.66,3.31,0.24,n,n,y
L4,13/10/2008,0,0.57,3.22,0.36,2.84,0.2,n,y,y
L4,13/10/2008,0,0.57,3.28,0.45,2.82,0.21,n,y,y
L4,13/10/2008,0,0.58,3.21,0.22,2.84,0.23,n,n,y
L4,13/10/2008,0,0.58,3.21,0.25,2.83,0.24,n,n,y
L4,21/10/2008,0,0.74,4.06,,4.1,0.32,n,y,y
L4,21/10/2008,0,0.75,4.06,0.99,4.19,0.33,n,y,y
L4,21/10/2008,0,0.81,4.04,0.68,4.24,0.35,n,n,y
L4,21/10/2008,0,0.81,4.03,0.69,4.22,0.37,n,n,y
L4,27/10/2008,0,0.67,5.6,1.25,4.06,0.32,y,y,y
L4,27/10/2008,0,0.68,5.68,1.48,4.03,0.33,y,y,y
L4,27/10/2008,0,0.7,5.63,0.81,4.03,0.34,y,n,y
L4,27/10/2008,0,0.7,5.62,0.85,4.04,0.34,y,n,y
L4,03/11/2008,0,0.6,2.81,,2.58,0.26,n,y,y
L4,03/11/2008,0,0.61,2.77,1.25,2.59,0.27,n,y,y
L4,03/11/2008,0,0.63,2.82,1.23,2.63,0.34,n,n,y
L4,03/11/2008,0,0.62,2.81,1.27,2.6,0.32,n,n,y
L4,17/11/2008,0,0.52,6.76,0.44,5.99,0.39,n,y,y
L4,17/11/2008,0,0.51,,0.42,6,0.41,n,y,y
L4,17/11/2008,0,0.54,6.82,0.34,6.05,0.4,n,n,y
L4,17/11/2008,0,0.54,6.76,0.22,6.05,0.41,n,n,y
L4,26/11/2008,0,0.12,5,,5.12,0.44,n,y,y
L4,26/11/2008,0,0.13,5.08,0.11,5.23,0.46,n,y,y
L4,26/11/2008,0,0.13,5.07,0.01,5.16,0.43,n,n,y
L4,26/11/2008,0,0.14,5.09,0.01,5.13,0.44,n,n,y
L4,01/12/2008,0,0.22,6.79,0.17,5.54,0.47,n,y,y
L4,01/12/2008,0,0.24,6.89,0.17,5.62,0.48,n,y,y
L4,01/12/2008,0,0.25,6.9,0.15,5.76,0.5,n,n,y
L4,01/12/2008,0,0.24,6.9,0.16,5.9,0.51,n,n,y
L4,08/12/2008,0,0.13,5.94,0.26,5.64,0.45,n,y,y
L4,08/12/2008,0,0.13,5.92,0.23,5.66,0.45,n,y,y
L4,08/12/2008,0,0.13,5.88,0.11,5.68,0.44,n,n,y
L4,08/12/2008,0,0.14,5.92,0.15,5.97,0.46,n,n,y
L4,15/12/2008,0,0.21,6.98,0.3,5.75,0.44,n,y,y
L4,15/12/2008,0,0.21,7.06,0.19,5.71,0.48,n,y,y
L4,15/12/2008,0,0.22,7.11,0.12,5.74,0.49,n,n,y
L4,15/12/2008,0,0.23,7.13,0.13,5.75,0.52,n,n,y
L4,22/12/2008,0,0.23,8.14,0.08,5.94,0.4,n,y,y
L4,22/12/2008,0,0.24,8.38,0.09,5.93,0.4,n,y,y
L4,22/12/2008,0,0.24,8.38,0.08,5.93,0.43,n,n,y
L4,22/12/2008,0,0.24,8.39,0.09,5.89,0.44,n,n,y
L4,05/01/2009,0,0.07,6.49,0.09,4.46,0.45,n,y,y
L4,05/01/2009,0,0.07,6.5,0.05,4.59,0.46,n,y,y
L4,05/01/2009,0,0.08,6.5,0.09,4.61,0.48,n,n,y
L4,05/01/2009,0,0.08,6.52,0.09,4.57,0.49,n,n,y
L4,13/01/2009,0,0.07,7.19,0.46,5.47,0.43,n,y,y
L4,13/01/2009,0,0.09,7.32,0.52,5.45,0.44,n,y,y
L4,13/01/2009,0,0.09,7.32,0.5,5.46,0.46,n,n,y
L4,13/01/2009,0,0.1,7.3,0.49,5.49,0.48,n,n,y
L4,21/01/2009,0,0.21,10.59,0.68,7,0.55,n,y,y
L4,21/01/2009,0,0.22,10.7,,6.91,0.56,n,y,y
L4,21/01/2009,0,0.23,10.78,0.73,7.07,0.59,n,n,y
L4,21/01/2009,0,0.24,10.8,0.74,7.07,0.59,n,n,y
L4,26/01/2009,0,0.13,7.6,0.2,5.46,0.45,n,y,y
L4,26/01/2009,0,0.13,7.67,0.23,5.44,0.45,n,y,y
L4,26/01/2009,0,0.13,7.68,0.21,5.42,0.48,n,n,y
L4,26/01/2009,0,0.13,7.69,0.25,5.5,0.5,n,n,y
L4,11/02/2009,0,0.12,10.26,0.8,5.16,0.47,y,y,y
L4,11/02/2009,0,0.07,10.36,1.37,5.25,0.47,y,y,y
L4,11/02/2009,0,0.17,9.26,0.47,5.51,0.51,y,n,y
L4,11/02/2009,0,0.18,9.32,0.45,5.56,0.55,y,n,y
L4,16/02/2009,0,0.18,7.62,1.49,4.38,,n,y,y
L4,16/02/2009,0,0.19,7.72,1.42,4.44,,n,y,y
L4,16/02/2009,0,0.19,7.73,1.42,4.35,,n,n,y
L4,16/02/2009,0,0.2,7.72,1.43,4.34,,n,n,y
L4,23/02/2009,0,0.19,8.91,0.31,4.9,0.48,n,y,y
L4,23/02/2009,0,0.19,9.06,0.35,4.96,0.49,n,y,y
L4,23/02/2009,0,0.2,9.08,0.31,4.99,0.49,n,n,y
L4,23/02/2009,0,0.2,9.08,0.3,4.96,0.51,n,n,y
L4,02/03/2009,0,0.18,5.6,0.28,3.8,0.42,n,y,y
L4,02/03/2009,0,0.19,5.69,0.33,3.82,0.43,n,y,y
L4,02/03/2009,0,0.19,5.72,0.26,3.81,0.45,n,n,y
L4,02/03/2009,0,0.19,5.73,0.27,3.81,0.46,n,n,y
L4,09/03/2009,0,0.22,6.55,0.78,3.79,0.43,n,y,y
L4,09/03/2009,0,0.23,6.67,0.75,3.79,0.43,n,y,y
L4,09/03/2009,0,0.23,6.67,0.74,3.79,0.44,n,n,y
L4,09/03/2009,0,0.24,6.67,0.71,3.77,0.45,n,n,y
L4,16/03/2009,0,0.26,6,1.55,3.22,0.33,n,y,y
L4,16/03/2009,0,0.25,5.89,0.49,3.34,0.38,n,y,y
L4,16/03/2009,0,0.25,5.87,0.17,3.37,0.39,n,n,y
L4,16/03/2009,0,0.25,5.87,0.18,3.38,0.4,n,n,y
L4,23/03/2009,0,0.21,7.01,0.62,3.76,0.35,n,y,y
L4,23/03/2009,0,0.21,7.13,0.55,3.74,0.39,n,y,y
L4,23/03/2009,0,0.21,7.16,0.46,3.75,0.41,n,n,y
L4,23/03/2009,0,,7.16,0.45,,,n,n,y
L4,30/03/2009,0,0.18,4.1,0.6,1.54,0.26,n,y,y
L4,30/03/2009,0,0.18,4.12,0.4,1.55,0.29,n,y,y
L4,30/03/2009,0,0.18,4.1,0.36,1.56,0.3,n,n,y
L4,30/03/2009,0,0.18,4.12,0.38,1.56,0.31,n,n,y
L4,06/04/2009,0,0.14,3.92,0,2.44,0.24,n,y,y
L4,06/04/2009,0,0.14,3.9,0,2.48,0.29,n,y,y
L4,06/04/2009,0,0.14,3.87,0,2.62,0.3,n,n,y
L4,06/04/2009,0,0.14,3.86,0,2.41,0.3,n,n,y
L4,14/04/2009,0,0.12,2.31,0.63,1.37,0.22,n,y,y
L4,14/04/2009,0,0.11,2.4,0.48,1.58,0.28,n,y,y
L4,14/04/2009,0,0.11,2.43,0.38,1.69,0.29,n,n,y
L4,14/04/2009,0,0.12,2.41,0.47,1.73,0.31,n,n,y
L4,21/04/2009,0,0.06,1.65,0.1,2.02,0.11,n,y,y
L4,21/04/2009,0,0.06,1.69,0.13,1.98,0.14,n,y,y
L4,21/04/2009,0,0.07,1.68,0.1,2.07,,n,n,y
L4,21/04/2009,0,0.07,1.63,0.11,2.08,0.2,n,n,y
L4,27/04/2009,0,0.06,0.65,,0.99,0.09,n,y,y
L4,27/04/2009,0,0.06,0.63,0.41,1.02,,n,y,y
L4,27/04/2009,0,0.05,0.56,0.3,0.98,0.13,n,n,y
L4,27/04/2009,0,0.05,0.58,0.46,1,0.13,n,n,y
L4,05/05/2009,0,0.07,1.51,0,1.65,0.11,n,y,y
L4,05/05/2009,0,0.08,1.52,0,1.65,0.15,n,y,y
L4,05/05/2009,0,0.08,1.54,0,1.65,0.16,n,n,y
L4,05/05/2009,0,0.08,1.54,0,1.65,0.16,n,n,y
L4,14/05/2009,0,0.01,0.12,,0.89,0.05,n,y,y
L4,14/05/2009,0,0.01,0.09,0,0.88,0.06,n,y,y
L4,14/05/2009,0,0.01,0.06,0,0.83,0.06,n,n,y
L4,14/05/2009,0,0.01,0.06,0,0.84,0.06,n,n,y
L4,21/05/2009,0,0.02,0.28,0,1.14,0.02,y,y,y
L4,21/05/2009,0,0.03,0.29,0,1.16,0.04,y,y,y
L4,21/05/2009,0,0.03,0.24,0,1.21,0.06,y,n,y
L4,21/05/2009,0,0.03,0.24,0,1.22,0.07,y,n,y
L4,02/06/2009,0,0,0.07,0,,0,n,y,y
L4,02/06/2009,0,0,,0.03,,,n,y,y
L4,02/06/2009,0,0,0.04,0,,0.07,n,n,y
L4,02/06/2009,0,0,0.03,0,,0.06,n,n,y
L4,08/06/2009,0,0,0.06,0.13,0.57,0.04,n,y,y
L4,08/06/2009,0,,,,,,n,y,y
L4,08/06/2009,0,0,0.04,0.11,0.63,0.11,n,n,y
L4,08/06/2009,0,0,0.04,0.08,0.52,0.09,n,n,y
L4,15/06/2009,0,0,0.03,0,0.52,0.16,n,y,y
L4,15/06/2009,0,0,0.06,0,0.54,0.16,n,y,y
L4,15/06/2009,0,0,0.03,0,0.51,0.05,n,n,y
L4,15/06/2009,0,0,0.02,0,0.51,,n,n,y
L4,22/06/2009,0,0,0.02,,0.24,0,n,y,y
L4,22/06/2009,0,0,0.03,0.12,0.24,0,n,y,y
L4,22/06/2009,0,0,0,0.03,0.16,0.02,n,n,y
L4,22/06/2009,0,0,0,0.03,0.18,0.02,n,n,y
L4,29/06/2009,0,0,0,0.13,,,n,y,y
L4,29/06/2009,0,0,0,,0.18,,n,y,y
L4,29/06/2009,0,0,0,0.1,0.17,,n,n,y
L4,29/06/2009,0,0,0,0.12,0.12,,n,n,y
L4,07/07/2009,0,0.01,0.15,,0.15,0.05,n,y,y
L4,07/07/2009,0,0.01,0.15,0.03,0.16,0.04,n,y,y
L4,07/07/2009,0,0.01,0.09,0.03,0.15,0.03,n,n,y
L4,07/07/2009,0,0.01,0.08,0.03,0.17,0.03,n,n,y
L4,13/07/2009,0,0,0.05,0.03,0.43,0.02,n,y,y
L4,13/07/2009,0,0,0.05,0.03,0.4,0.04,n,y,y
L4,13/07/2009,0,0,0.02,0.03,0.42,0.03,n,n,y
L4,13/07/2009,0,0,0.02,0.03,0.39,0.03,n,n,y
L4,20/07/2009,0,0.03,,,,0.04,n,y,y
L4,20/07/2009,0,0.03,0.06,,0.27,0.05,n,y,y
L4,20/07/2009,0,0.02,0.04,,0.23,0.03,n,n,y
L4,20/07/2009,0,0.02,0.03,,0.23,0.03,n,n,y
L4,27/07/2009,0,,,,,,n,y,y
L4,27/07/2009,0,,,,,,n,y,y
L4,27/07/2009,0,,,,,,n,n,y
L4,27/07/2009,0,,,,,,n,n,y
L4,11/08/2009,0,0.06,0.14,1.47,1.48,0.05,n,y,y
L4,11/08/2009,0,0.07,0.15,1.46,1.43,0.04,n,y,y
L4,11/08/2009,0,0.07,0.2,1.45,1.45,0.03,n,n,y
L4,11/08/2009,0,0.07,0.21,1.66,1.42,0.03,n,n,y
L4,17/08/2009,0,0.01,0.08,0.45,2.77,0.01,n,y,y
L4,17/08/2009,0,0.01,0.09,0.45,2.72,0.01,n,y,y
L4,17/08/2009,0,0.01,0.08,0.65,2.7,0.03,n,n,y
L4,17/08/2009,0,0.02,0.09,0.45,2.71,0.03,n,n,y
L4,24/08/2009,0,0.13,0.38,0.27,2.63,0.05,n,y,y
L4,24/08/2009,0,0.14,0.39,0.32,2.6,0.08,n,y,y
L4,24/08/2009,0,0.14,0.39,0.38,2.6,0.08,n,n,y
L4,24/08/2009,0,0.14,0.39,0.4,2.6,0.08,n,n,y
L4,01/09/2009,0,0.02,0.04,0.57,2.97,0.05,n,y,y
L4,01/09/2009,0,0.02,0.05,0.61,2.98,0.05,n,y,y
L4,01/09/2009,0,0.02,0.05,0.52,2.98,0.04,n,n,y
L4,01/09/2009,0,0.02,0.04,0.52,2.98,0.04,n,n,y
L4,07/09/2009,0,0.04,,1.05,3.55,0.05,n,y,y
L4,07/09/2009,0,0.03,0.13,1.04,3.23,0.06,n,y,y
L4,07/09/2009,0,0.03,0.13,1.23,3.5,0.04,n,n,y
L4,07/09/2009,0,0.03,0.13,1.19,3.42,0.04,n,n,y
L4,14/09/2009,0,0.39,2.4,0.73,3.19,0.13,n,y,y
L4,14/09/2009,0,0.38,2.46,0.89,3.16,0.17,n,y,y
L4,14/09/2009,0,0.4,2.41,0.84,3.21,0.19,n,n,y
L4,14/09/2009,0,0.41,2.39,0.84,3.23,0.19,n,n,y
L4,22/09/2009,0,0.61,2.05,0.36,,,n,y,y
L4,22/09/2009,0,0.58,2.02,0.37,3.02,0.19,n,y,y
L4,22/09/2009,0,0.62,2.05,0.31,3.07,0.18,n,n,y
L4,22/09/2009,0,0.62,2,0.29,3.08,0.2,n,n,y
L4,30/09/2009,0,0.53,0.9,0.19,2.21,0.14,n,y,y
L4,30/09/2009,0,0.52,0.91,0.22,2.18,0.15,n,y,y
L4,30/09/2009,0,0.53,0.9,0.23,2.19,0.18,n,n,y
L4,30/09/2009,0,0.53,0.9,0.22,2.18,0.17,n,n,y
L4,07/10/2009,0,0.53,,,2.29,0.13,n,y,y
L4,07/10/2009,0,0.57,1.59,0.54,2.3,0.15,n,y,y
L4,07/10/2009,0,0.58,1.6,0.19,2.26,0.15,n,n,y
L4,07/10/2009,0,0.58,1.62,0.2,2.23,0.16,n,n,y
L4,12/10/2009,0,0.65,1.65,,2.25,,n,y,y
L4,12/10/2009,0,0.66,1.67,0.26,2.27,0.19,n,y,y
L4,12/10/2009,0,0.67,1.67,0.04,2.28,0.19,n,n,y
L4,12/10/2009,0,0.67,1.69,0.04,2.29,0.19,n,n,y
L4,19/10/2009,0,0.5,1.95,,2.48,,n,y,y
L4,19/10/2009,0,0.51,1.99,0.1,2.47,0.2,n,y,y
L4,19/10/2009,0,0.52,2.03,0.02,2.47,0.21,n,n,y
L4,19/10/2009,0,0.52,2.01,0.01,2.5,0.21,n,n,y
L4,26/10/2009,0,0.52,2.54,<0.03,3.36,0.2,n,y,y
L4,26/10/2009,0,0.53,2.56,<0.03,3.37,0.23,n,y,y
L4,26/10/2009,0,0.53,2.58,<0.03,3.37,0.24,n,n,y
L4,26/10/2009,0,0.53,2.58,<0.03,3.36,0.24,n,n,y
L4,09/11/2009,0,0.13,3.73,0.74,3.45,0.3,n,y,y
L4,09/11/2009,0,0.13,3.81,0.83,3.54,0.34,n,y,y
L4,09/11/2009,0,0.13,3.78,0.21,3.52,0.34,n,n,y
L4,09/11/2009,0,0.13,3.79,0.22,3.52,0.34,n,n,y
L4,01/12/2009,0,0.12,8.53,0.6,4.56,0.51,n,y,y
L4,01/12/2009,0,0.12,8.68,0.62,4.51,0.53,n,y,y
L4,01/12/2009,0,0.12,8.69,0.32,4.57,0.56,n,n,y
L4,01/12/2009,0,0.12,8.72,0.32,4.59,0.56,n,n,y
L4,09/12/2009,0,0.07,7.37,,4.33,,n,y,y
L4,09/12/2009,0,0.11,7.41,0.26,4.35,0.49,n,y,y
L4,09/12/2009,0,0.1,7.38,0.13,4.34,0.51,n,n,y
L4,09/12/2009,0,0.09,7.41,0.13,4.34,0.51,n,n,y
L4,15/12/2009,0,0.27,11.62,0.34,6.22,,n,y,y
L4,15/12/2009,0,0.27,11.9,0.36,6.2,0.55,n,y,y
L4,15/12/2009,0,0.27,11.94,0.29,6.19,0.57,n,n,y
L4,15/12/2009,0,0.28,11.94,0.3,6.2,0.58,n ,n,y
L4,21/12/2009,0,0.11,7.77,,4.83,0.47,n,y,y
L4,21/12/2009,0,0.13,7.76,0.22,4.8,0.51,n,y,y
L4,21/12/2009,0,0.13,7.76,0.15,4.79,0.5,n,n,y
L4,21/12/2009,0,0.13,7.8,0.22,4.82,0.52,n,n,y
L4,04/01/2010,0,0.22,7.75,0.28,4.73,0.51,n,y,y
L4,04/01/2010,0,0.22,7.95,0.3,4.74,0.54,n,y,y
L4,04/01/2010,0,0.22,7.8,0.28,4.73,0.56,n,n,y
L4,04/01/2010,0,0.21,8.84,0.29,4.73,0.58,n,n,y
L4,11/01/2010,0,0.16,7.46,0.24,4.58,0.51,n,y,y
L4,11/01/2010,0,0.18,7.68,0.25,4.58,0.57,n,y,y
L4,11/01/2010,0,0.17,7.68,0.29,4.59,0.59,n,n,y
L4,11/01/2010,0,0.16,7.68,0.29,4.62,0.6,n,n,y
L4,18/01/2010,0,0.34,11.92,0.74,6.39,0.59,n,y,y
L4,18/01/2010,0,0.34,12.19,0.76,6.42,0.63,n,y,y
L4,18/01/2010,0,0.31,12.22,0.71,6.37,0.63,n,n,y
L4,18/01/2010,0,0.31,12.21,0.74,6.42,0.64,n,n,y
L4,26/01/2010,0,0.2,9.39,0.1,4.89,,n,y,y
L4,26/01/2010,0,0.21,9.29,,4.84,0.5,n,y,y
L4,26/01/2010,0,0.22,9.45,0.11,4.91,0.53,n,n,y
L4,26/01/2010,0,0.21,9.55,0.15,4.91,0.53,n,n,y
L4,01/02/2010,0,0.2,7.86,0.16,4.26,0.52,n,y,y
L4,01/02/2010,0,0.2,7.58,0.2,,0.53,n,y,y
L4,01/02/2010,0,0.21,8.04,0.19,4.28,0.56,n,n,y
L4,01/02/2010,0,0.21,,0.2,4.31,0.58,n,n,y
L4,08/02/2010,0,0.26,8.49,0.28,4.74,0.61,n,y,y
L4,08/02/2010,0,0.27,8.49,0.28,4.75,0.62,n,y,y
L4,08/02/2010,0,0.27,8.53,0.19,4.76,0.61,n,n,y
L4,08/02/2010,0,0.27,8.59,0.21,4.79,0.61,n,n,y
L4,15/02/2010,0,0.23,9.79,0.2,5.16,0.51,n,y,y
L4,15/02/2010,0,0.23,9.72,0.2,5.14,0.52,n,y,y
L4,15/02/2010,0,0.23,9.74,0.2,5.13,0.53,n,n,y
